Protein_A,Protein_B,label
Q8N5P1,Q9Y2T7,1
Q13247,Q8WXF0,0
P60484,Q9BWF3,0
O15047,Q14493,0
Q08170,Q96K80,1
Q07955,Q14493,0
Q07955,Q8N5P1,1
Q6ZN04,Q8IX01,0
P84103,Q9UNW9,0
O43251,Q15415,0
Q07955,Q9BYG3,1
O95319,Q53GL7,0
P57052,Q86TM3,0
P10155,P57052,0
Q7Z2W4,Q96K80,1
O95104,Q7Z2W4,0
P84103,Q16629,0
Q08170,Q13243,1
P98179,Q96J87,0
Q8N5P1,Q9H9Z2,1
Q13243,Q15397,1
Q12872,Q9NQZ3,0
Q07955,Q13243,1
Q7Z2W4,Q96K80,1
P48200,Q9NXG2,0
Q8N5P1,Q9H9Z2,1
Q7Z2W4,Q9UPN6,0
P26368,P84103,0
P84103,Q08170,1
O95758,Q96QC0,0
Q08170,Q96K80,1
Q969L4,Q9BTD8,0
P48200,Q86V81,1
Q15415,Q96J87,0
Q15397,Q96K80,1
Q86TM3,Q9BWF3,0
Q13242,Q9Y4F3,0
P48200,Q7Z2T5,0
Q9BZC1,Q9GZT3,0
Q96K80,Q9BYG3,1
Q92879,Q9H361,0
Q13243,Q9BYG3,1
P08621,P09012,1
Q8WXF0,Q9H0J9,0
Q7Z2T5,Q9BRL6,0
Q8N5P1,Q9NXG2,1
P26368,Q13064,0
P08621,Q8WXF0,1
Q15397,Q7Z2W4,1
O95104,P84103,0
P10155,Q969L4,0
P08621,Q8WXF0,1
Q969L4,Q99973,0
P26368,Q9H0L4,0
O15541,Q9H9Z2,0
Q07955,Q16629,0
Q7Z2W4,Q9H9Z2,1
Q15397,Q9H9Z2,1
P04406,P26368,0
Q08170,Q13243,1
O75494,Q9BRL6,0
Q8WXF0,Q9H9Z2,1
P08621,Q8WXF0,1
Q8WXF0,Q9H9Z2,1
Q14493,Q86TM3,0
Q6ZN04,Q96J87,0
Q05519,Q8WXF0,1
Q8NDT2,Q92945,0
P84103,Q08170,1
O60812,Q96K80,1
O15042,Q9NWB1,0
Q92945,Q9Y4F3,0
P09012,P21399,0
Q92879,Q9UNW9,0
O43251,Q86U42,0
P79522,Q8N5P1,1
O15504,Q96K80,0
P79522,Q16629,0
Q13243,Q9BYG3,1
O95104,Q8NDT2,0
Q05519,Q8IWZ8,0
Q16629,Q92945,0
O75494,P0DJD3,0
Q9BRA0,Q9UPS6,0
P08621,Q8WXF0,1
Q8N6W0,Q9BZC1,0
P79522,Q8N5P1,1
Q7Z2T5,Q9UNW9,0
P48200,Q8NDT2,0
Q9BYG3,Q9Y2T7,1
P0DJD3,P57052,0
P08621,Q8N5P1,0
P79522,Q7Z2W4,1
Q9GZT3,Q9UNW9,0
Q07955,Q13243,1
Q8N5P1,Q9Y2T7,1
Q96K80,Q9BYG3,1
P79522,Q96QC0,0
P09651,Q9H0L4,0
P79522,Q9UNW9,0
Q86TM3,Q8IX01,0
Q08170,Q13243,1
O15541,Q9GZT3,0
Q15397,Q96K80,1
P60484,Q15415,0
Q8N5P1,Q9H9Z2,1
P84103,Q08170,1
P79522,Q9NXG2,0
O75152,P84103,1
O95218,Q9UPT8,0
P26651,Q86SG3,0
Q7Z2W4,Q99973,0
Q15397,Q7Z2W4,1
P48200,Q86V81,1
O14979,O75152,0
Q7Z2W4,Q96K80,1
Q9BYG3,Q9H9Z2,1
O75152,Q14151,1
O75494,Q14151,0
Q07955,Q13243,1
P08621,P09012,1
O14979,Q13242,0
Q08170,Q13064,0
Q08170,Q9Y2T7,1
Q8N5P1,Q9NXG2,1
Q15365,Q9GZT3,0
P79522,Q8N5P1,1
Q08170,Q9Y2T7,1
Q15397,Q7Z2W4,1
Q16629,Q8WXF0,0
Q9H9Z2,Q9NXG2,1
O75152,Q9UNW9,0
Q13243,Q7Z2W4,1
O95758,Q460N5,0
Q13064,Q9BTD8,0
P26651,P63162,0
P10155,Q9NQZ3,0
Q13064,Q9NQZ3,0
Q05519,Q08170,1
P48200,Q9H9Z2,1
O15047,Q8IX01,0
O60812,Q96K80,1
Q15397,Q96K80,1
Q15397,Q9H9Z2,1
Q07955,Q15397,1
Q9NQS3,Q9Y4F3,0
P26651,Q9H361,0
Q86TM3,Q96QC0,0
P79522,Q8N5P1,1
O75152,Q14151,1
Q96K80,Q9BTD8,0
Q05519,Q8WXF0,1
Q14151,Q4VXU2,0
P08621,P63162,1
O15504,P04406,0
Q16629,Q9BYG3,0
Q8WXF0,Q9H9Z2,1
Q7Z2W4,Q96K80,1
Q13117,Q96J87,0
P08621,P09012,1
Q96QC0,Q9Y4F3,0
Q07955,Q7Z2W4,1
P84103,Q8WXF0,1
P09651,Q92945,0
P26368,Q6ZN04,0
P48200,Q86V81,1
Q86U06,Q9NR90,0
P08621,P63162,1
Q08170,Q9Y2T7,1
O75152,Q14151,1
P10155,P84103,1
Q16587,Q9UPS6,0
Q8N5P1,Q9BWF3,0
P10155,Q92879,0
P84103,Q9NQS3,0
Q7Z2W4,Q96K80,1
Q7Z2T5,Q9H0L4,0
Q8N5P1,Q9NXG2,1
P55795,Q9UPS6,0
O75152,P84103,1
Q05519,Q8WXF0,1
Q16600,Q969L4,0
P55795,Q9UNW9,0
Q15397,Q96K80,1
Q7Z2W4,Q92945,0
Q08170,Q9Y2T7,1
P63162,Q8WU68,0
Q07955,Q7Z2W4,1
Q7Z2W4,Q9H9Z2,1
P48200,Q96PK6,0
Q8N5P1,Q9Y2T7,1
O15047,P09651,0
P52597,Q9H9Z2,0
Q07955,Q15397,1
O15042,Q8N6W0,0
O14979,Q08170,0
Q07955,Q8N5P1,1
Q05519,Q13242,1
P79522,Q9GZT3,0
Q13243,Q15397,1
P60484,Q9H0L4,0
Q9BYG3,Q9H9Z2,1
P63162,Q9UNW9,0
P21399,Q96J87,0
P63162,Q9Y4F3,0
P48200,Q86V81,1
Q15397,Q16629,0
P41214,Q8NDT2,0
Q13243,Q9H9Z2,1
Q86V81,Q92945,0
P09012,Q9H9Z2,0
Q15397,Q9BYG3,1
Q15397,Q7Z2W4,1
Q15397,Q96K80,1
Q05519,Q08170,1
Q08170,Q96K80,1
O15541,Q9NXG2,0
Q86U42,Q8WVV9,0
Q13247,Q16587,0
O14979,P79522,0
Q8N5P1,Q9H9Z2,1
P08621,Q8WXF0,1
O60812,Q96K80,1
P08621,P63162,1
Q07955,Q9BYG3,1
Q92879,Q96PK6,0
Q07955,Q13243,1
Q86U42,Q96J87,0
P08621,P09012,1
Q05519,Q08170,1
Q13247,Q86U06,0
Q8IWZ8,Q9UPN6,0
Q7Z2W4,Q9BYG3,1
Q15397,Q7Z2W4,1
P08621,P63162,1
O95218,Q9NR90,0
O75152,Q14151,1
P10155,P84103,1
P09651,Q4VXU2,0
Q460N5,Q9BWF3,0
P09651,Q9NR90,0
Q15397,Q9BYG3,1
Q13064,Q9BWF3,0
P04406,Q8N5P1,0
O75152,Q14151,1
Q14493,Q86SG3,0
Q13243,Q8IWZ8,0
Q13243,Q15397,1
P84103,Q15397,1
Q05519,Q08170,1
Q9BYG3,Q9H9Z2,1
Q9BYG3,Q9H9Z2,1
Q05519,Q8WXF0,1
Q9BYG3,Q9H9Z2,1
Q8WVV9,Q9BZC1,0
P41214,Q8WVV9,0
Q7Z2W4,Q96K80,1
Q8N5P1,Q9Y2T7,1
P84103,Q08170,1
Q07955,Q15397,1
Q9H0J9,Q9Y2T7,0
O15047,Q08170,0
O15042,P52597,0
Q15397,Q9BWF3,1
Q08170,Q13243,1
Q6ZN04,Q8N2M8,0
O75152,P84103,1
Q08170,Q9Y2T7,1
Q15397,Q7Z2W4,1
Q13242,Q53GL7,0
Q08170,Q96K80,1
P08621,Q8WXF0,1
O60812,O75152,1
Q969L4,Q9BRL6,0
Q15397,Q9H9Z2,1
Q15397,Q96K80,1
A6NDE4,P26368,0
Q15365,Q9H361,0
O43251,P04406,0
Q13243,Q9BYG3,1
Q8NDT2,Q9H0L4,0
Q15415,Q9NQS3,0
O95319,P26368,0
Q05519,Q13242,1
P48200,Q86V81,1
P84103,Q15397,1
Q8NDT2,Q96QC0,0
Q8N5P1,Q9H9Z2,1
Q53GL7,Q9Y4F3,0
Q08170,Q8WXF0,1
O15504,P09651,0
P84103,Q8WXF0,1
Q9BRL6,Q9NWB1,0
Q08170,Q96K80,1
Q15397,Q9H9Z2,1
O95104,P79522,0
P55795,Q8N2M8,0
Q08170,Q9Y2T7,1
P10155,P84103,1
P41214,Q13064,0
Q05519,Q13242,1
Q07955,Q8N5P1,1
Q15397,Q9H9Z2,1
O95319,Q15397,0
Q14151,Q9BWF3,0
Q13242,Q9H361,0
Q8WXF0,Q9H9Z2,1
Q9BTD8,Q9NQS3,0
Q14151,Q15415,0
P09012,P63162,1
P84103,Q13064,0
Q86U06,Q9BYG3,0
Q15397,Q9BWF3,1
P48200,Q9H9Z2,1
Q08170,Q9Y2T7,1
Q96J87,Q9UPS6,0
Q05519,Q9NXG2,0
O43251,P47974,0
P48200,Q9H9Z2,1
O43251,Q08170,0
P79522,Q8N5P1,1
Q07955,Q13243,1
Q13243,Q96K80,1
O60812,Q96K80,1
O60812,Q96K80,1
Q8N5P1,Q9NXG2,1
P79522,Q9NR90,0
O95758,Q14493,0
O15504,O75152,0
P84103,Q15397,1
Q15397,Q9BWF3,1
O95319,P79522,0
O75152,P84103,1
Q8N5P1,Q9H9Z2,1
Q08170,Q13243,1
P08621,Q8WXF0,1
Q15397,Q9BWF3,1
Q15397,Q9BWF3,1
Q07955,Q7Z2W4,1
Q15397,Q9H9Z2,1
Q08170,Q9Y2T7,1
Q13243,Q96K80,1
Q14151,Q8N2M8,0
Q969L4,Q9NXG2,0
Q9BYG3,Q9Y2T7,1
Q9BYG3,Q9NQS3,0
P09651,Q9UNW9,0
Q13064,Q9H361,0
O43251,Q96PK6,0
O60812,O75152,1
P26368,Q9H0J9,0
Q15415,Q9BRL6,0
Q7Z2W4,Q9BYG3,1
P98179,Q86V81,0
P10155,Q9UPT8,0
P21399,P57052,0
Q7Z2W4,Q9H9Z2,1
Q15397,Q9UPT8,0
Q08170,Q96K80,1
Q08170,Q8WXF0,1
Q9H9Z2,Q9NXG2,1
Q4VXU2,Q9H361,0
Q08170,Q7Z2T5,0
Q15397,Q9BWF3,1
O75152,Q14151,1
Q7Z2W4,Q92879,0
Q13243,Q96K80,1
O15541,Q13117,0
P48200,Q9H9Z2,1
O15504,Q9H9Z2,0
Q13242,Q9NWB1,0
Q9BZC1,Q9UPT8,0
P41214,P48200,0
O15042,Q05519,0
P21399,Q15397,0
Q08170,Q13243,1
P55795,Q9NWB1,0
P09651,P26651,0
P08621,P63162,1
Q08170,Q9Y2T7,1
Q96K80,Q9BYG3,1
Q13243,Q96K80,1
P84103,Q15397,1
Q07955,Q9BYG3,1
Q8N5P1,Q9NXG2,1
Q07955,Q13243,1
P84103,Q8WXF0,1
P08621,P63162,1
Q05519,Q8WXF0,1
P10155,P84103,1
Q7Z2T5,Q8WXF0,0
Q15397,Q9BYG3,1
Q96QC0,Q9UPS6,0
O95758,Q86U42,0
Q01130,Q9BYG3,0
O15504,P21399,0
P48200,Q86V81,1
Q13242,Q16600,0
Q08170,Q8WXF0,1
Q7Z2W4,Q96K80,1
Q13243,Q96K80,1
Q9NQZ3,Q9NWB1,0
P48200,Q8IX01,0
Q07955,Q8N5P1,1
Q07955,Q8N5P1,1
Q08170,Q13243,1
Q07955,Q9BYG3,1
Q8N5P1,Q92879,0
O95218,Q460N5,0
Q13243,Q9H9Z2,1
Q15365,Q9NQS3,0
O15504,Q9BRL6,0
Q7Z2W4,Q9H9Z2,1
Q05519,Q13242,1
Q8N6W0,Q9UPN6,0
P84103,Q8WXF0,1
Q07955,Q7Z2W4,1
P26368,Q99973,0
Q86TM3,Q9BTD8,0
P08621,P63162,1
Q13243,Q7Z2W4,1
P08621,P09012,1
Q08170,Q13243,1
P98179,Q07955,0
Q8N5P1,Q9NXG2,1
P84103,Q8WXF0,1
O95218,Q16629,0
Q9BRA0,Q9NR90,0
P0DJD3,P55795,0
Q05519,Q08170,1
O15047,Q9Y2T7,0
P08621,P10155,0
Q13243,Q96K80,1
Q07955,Q9BYG3,1
Q8N5P1,Q9NXG2,1
Q9BYG3,Q9Y2T7,1
O75494,Q13242,0
O60812,O75152,1
Q05519,Q9UPN6,0
Q86V81,Q8N2M8,0
Q4VXU2,Q92945,0
Q05519,Q08170,1
O75494,Q9H9Z2,0
Q07955,Q13243,1
Q15397,Q9BWF3,1
Q07955,Q13243,1
Q14493,Q92945,0
O60812,O75152,1
P79522,Q7Z2W4,1
Q08170,Q96K80,1
Q8NDT2,Q9UNW9,0
Q9BWF3,Q9H361,0
Q13243,Q9H9Z2,1
O75152,P84103,1
P09012,P63162,1
Q86SG3,Q96K80,0
Q92879,Q92945,0
O95104,Q16587,0
O60812,Q99973,0
Q07955,Q8N5P1,1
Q15397,Q7Z2W4,1
P21399,P52597,0
Q96PK6,Q9BTD8,0
Q8WXA9,Q9NQS3,0
O15042,Q8N5P1,0
Q13243,Q8N5P1,0
Q8N5P1,Q9NXG2,1
Q13243,Q96K80,1
Q86V81,Q9UPT8,0
O75152,P84103,1
Q13243,Q7Z2W4,1
P48200,Q86V81,1
P26651,Q9UPN6,0
O60812,Q96K80,1
O15042,Q86U06,0
Q96K80,Q9BYG3,1
P04406,Q15397,0
P09651,Q7Z2W4,0
Q15397,Q9BWF3,1
Q4VXU2,Q96QC0,0
Q13243,Q7Z2W4,1
P08621,Q7Z2W4,0
P21399,Q9Y4F3,0
O15504,Q13247,0
Q07955,Q7Z2W4,1
O75152,O95104,0
Q15397,Q9H9Z2,1
Q4VXU2,Q9NQZ3,0
P21399,Q9BRL6,0
Q07955,Q8N5P1,1
O95218,Q86U06,0
P08621,P09012,1
P08621,P63162,1
P08621,P63162,1
Q15397,Q9H9Z2,1
Q15415,Q9BYG3,0
Q07955,Q13243,1
Q8N5P1,Q9Y2T7,1
Q15397,Q9BYG3,1
Q15397,Q9BRA0,0
Q8N5P1,Q9H9Z2,1
P09012,P63162,1
Q5SZQ8,Q7Z2W4,0
O15504,Q5SZQ8,0
P09651,Q86TM3,0
Q7Z2W4,Q8IX01,0
Q7Z2W4,Q9H9Z2,1
P08621,P09012,1
P04406,Q8N6W0,0
Q15397,Q9Y2T7,0
Q8N2M8,Q96K80,0
Q8WXA9,Q9Y2T7,0
Q7Z2W4,Q9BYG3,1
Q7Z2W4,Q9BYG3,1
P10155,P84103,1
P26651,Q8WVV9,0
Q15397,Q7Z2W4,1
Q07955,Q7Z2W4,1
Q7Z2W4,Q96K80,1
O60812,Q9NQZ3,0
Q07955,Q7Z2W4,1
Q15397,Q86V81,0
O15047,Q460N5,0
P09651,Q8N6W0,0
Q86U06,Q92945,0
O15504,Q15365,0
O75152,P84103,1
Q07955,Q9BYG3,1
A6NDE4,Q13247,0
Q07955,Q13243,1
O95758,Q9GZT3,0
P10155,Q8WVV9,0
Q15415,Q9NXG2,0
P79522,Q96K80,0
O15541,P48200,0
Q15397,Q7Z2W4,1
P79522,Q7Z2W4,1
Q9BYG3,Q9Y2T7,1
Q99973,Q9BTD8,0
P98179,Q9NWB1,0
P10155,P84103,1
P48200,Q86V81,1
P10155,P84103,1
O15047,P79522,0
Q15397,Q96PK6,0
O95104,P55795,0
Q7Z2T5,Q969L4,0
Q15397,Q9BYG3,1
P55795,Q7Z2T5,0
Q15397,Q9BWF3,1
Q15397,Q96K80,1
O75152,P84103,1
P48200,Q86V81,1
Q7Z2T5,Q8WU68,0
P84103,Q15397,1
P79522,Q7Z2W4,1
O60812,O75152,1
Q6ZN04,Q92945,0
Q08170,Q9BX46,0
Q15397,Q9H9Z2,1
Q13243,Q15397,1
Q13243,Q9NR90,0
Q6ZN04,Q86U06,0
Q9BWF3,Q9Y2T7,0
Q15397,Q9H9Z2,1
O95104,Q9BWF3,0
P55795,Q9H0L4,0
Q7Z2W4,Q9H9Z2,1
P79522,Q8IX01,0
P63162,Q92879,0
Q8N5P1,Q9H9Z2,1
Q15397,Q7Z2W4,1
P48200,Q9H9Z2,1
O15504,Q96QC0,0
Q07955,Q13243,1
P79522,Q13242,0
Q15397,Q9BYG3,1
Q9BYG3,Q9H9Z2,1
O15504,Q9BRA0,0
Q7Z2W4,Q96K80,1
P08621,Q8WXF0,1
P60484,Q16587,0
Q15365,Q9BRA0,0
Q08170,Q13243,1
P79522,Q8N5P1,1
Q5SZQ8,Q8WU68,0
Q460N5,Q9BRL6,0
Q07955,Q13243,1
O60812,O75152,1
Q15365,Q460N5,0
Q13243,Q9H9Z2,1
Q13243,Q7Z2W4,1
O75152,Q14151,1
Q15397,Q7Z2W4,1
Q13243,Q7Z2W4,1
Q15397,Q7Z2W4,1
Q8N5P1,Q9H9Z2,1
Q8NDT2,Q9NWB1,0
Q13243,Q9BYG3,1
Q13247,Q9NQS3,0
Q8N5P1,Q9NXG2,1
Q9BYG3,Q9H9Z2,1
Q13243,Q9H0J9,0
Q96QC0,Q9NQZ3,0
P10155,P84103,1
Q8WXA9,Q96K80,0
P21399,P60484,0
Q13243,Q9BYG3,1
A6NDE4,Q9BRA0,0
Q8WVV9,Q9UPT8,0
P47974,Q12872,0
P41214,Q9H9Z2,0
Q07955,Q4VXU2,0
Q08170,Q8WXF0,1
Q15397,Q9BYG3,1
O60812,Q96K80,1
Q8N5P1,Q9H9Z2,1
Q9BYG3,Q9Y2T7,1
O75152,Q9NXG2,0
P26651,Q9UNW9,0
Q13243,Q7Z2W4,1
O43251,Q8WXF0,0
O75152,Q14151,1
Q07955,Q9BYG3,1
Q96K80,Q9BYG3,1
P48200,Q9H9Z2,1
P98179,Q460N5,0
Q9H9Z2,Q9NXG2,1
O60812,Q96K80,1
Q07955,Q13243,1
Q07955,Q7Z2W4,1
Q9H0L4,Q9UPS6,0
O95104,Q15397,0
Q96K80,Q9BYG3,1
P08621,Q8WXF0,1
Q8N5P1,Q9H9Z2,1
Q12872,Q9UPN6,0
Q86SG3,Q9H0J9,0
Q7Z2W4,Q9H9Z2,1
O95758,Q9BRA0,0
P08621,Q8WXF0,1
Q05519,Q08170,1
Q7Z2W4,Q96K80,1
P63162,Q07955,0
Q05519,Q86U42,0
Q86SG3,Q9Y4F3,0
Q7Z2W4,Q9BYG3,1
P26651,Q9BRA0,0
Q15397,Q96K80,1
Q8WXF0,Q9BX46,0
P08621,Q8WXF0,1
Q9H0J9,Q9NXG2,0
Q07955,Q15397,1
Q96K80,Q9BYG3,1
Q86V81,Q9Y4F3,0
Q7Z2W4,Q96K80,1
Q8N5P1,Q9NXG2,1
Q7Z2W4,Q9H9Z2,1
Q05519,Q8WXF0,1
Q4VXU2,Q86U42,0
Q8N5P1,Q9H9Z2,1
Q13243,Q9BWF3,0
Q8N6W0,Q9Y2T7,0
Q8N5P1,Q9Y2T7,1
O15541,Q7Z2T5,0
Q8WXA9,Q9NQZ3,0
O15504,Q9UPN6,0
O15047,Q9NXG2,0
Q8N5P1,Q8WVV9,0
Q86V81,Q9BTD8,0
Q15397,Q9BWF3,1
Q07955,Q9BYG3,1
P98179,Q16629,0
Q13243,Q9H9Z2,1
Q8N5P1,Q9Y2T7,1
Q13117,Q53GL7,0
Q13243,Q96K80,1
Q460N5,Q8N5P1,0
O14979,Q01130,0
Q08170,Q13243,1
Q15365,Q16587,0
Q07955,Q7Z2W4,1
P10155,P84103,1
Q7Z2W4,Q9BYG3,1
Q07955,Q15397,1
O15541,Q96PK6,0
P84103,Q8WXF0,1
Q13243,Q96K80,1
P09651,P79522,0
Q5SZQ8,Q9H0J9,0
Q08170,Q96PK6,0
Q07955,Q7Z2W4,1
Q13117,Q9H0L4,0
Q92945,Q9BRL6,0
Q8WU68,Q9NWB1,0
Q92945,Q96QC0,0
Q08170,Q9Y2T7,1
P84103,Q15397,1
O15042,Q9NQS3,0
P08621,P63162,1
O15541,P98179,0
P08621,P63162,1
Q7Z2W4,Q9H9Z2,1
P55795,Q9BX46,0
P84103,Q9NR90,0
Q9BYG3,Q9Y2T7,1
Q15397,Q7Z2W4,1
O95218,Q07955,0
P55795,Q9H0J9,0
O95758,P10155,0
P26368,Q86U06,0
Q86U06,Q9NXG2,0
Q01130,Q9NQZ3,0
P79522,Q86SG3,0
Q16587,Q8IWZ8,0
Q9BRA0,Q9BRL6,0
P08621,P63162,1
Q53GL7,Q9BX46,0
O75152,P84103,1
O15541,Q9Y2T7,0
Q53GL7,Q9UPN6,0
O75494,Q13243,0
Q96QC0,Q99973,0
O75152,P84103,1
Q460N5,Q86SG3,0
O75152,P84103,1
Q8N5P1,Q9Y2T7,1
O75152,Q92945,0
Q15397,Q96K80,1
Q13242,Q5SZQ8,0
Q08170,Q96K80,1
Q8N5P1,Q9UPS6,0
Q16600,Q6ZN04,0
Q7Z2T5,Q9NQZ3,0
Q05519,Q13242,1
Q01130,Q92945,0
Q14151,Q8N5P1,0
O75152,Q14151,1
O75152,Q14151,1
Q460N5,Q92945,0
Q8WXF0,Q9H9Z2,1
Q07955,Q8N5P1,1
O95218,Q14493,0
P10155,P84103,1
P0DJD3,Q9UPS6,0
P48200,Q9H9Z2,1
Q86SG3,Q86U06,0
A6NDE4,Q16587,0
Q13243,Q9BYG3,1
O15541,P41214,0
O75152,P84103,1
Q05519,Q8WXF0,1
Q13117,Q16587,0
Q8N5P1,Q9H9Z2,1
P0DJD3,Q16587,0
Q13243,Q7Z2W4,1
Q7Z2W4,Q9H9Z2,1
P08621,P09012,1
Q9H9Z2,Q9UNW9,0
P09651,Q9H0J9,0
O15541,Q8N5P1,0
P09651,Q15365,0
Q5SZQ8,Q99973,0
P08621,P63162,1
P10155,P84103,1
Q15397,Q9BYG3,1
P04406,Q9BWF3,0
Q460N5,Q8WXF0,0
Q07955,Q8N5P1,1
P55795,Q8WU68,0
Q15397,Q7Z2W4,1
Q13243,Q15397,1
Q9UPS6,Q9UPT8,0
P08621,Q8WXF0,1
Q8N5P1,Q9H9Z2,1
Q15397,Q96K80,1
Q7Z2T5,Q9BX46,0
Q05519,Q8WXF0,1
Q8N5P1,Q9NXG2,1
A6NDE4,O75152,0
O15504,Q9Y4F3,0
Q05519,Q8WXF0,1
O15541,P09012,0
P84103,Q15397,1
Q07955,Q15397,1
Q9BYG3,Q9Y2T7,1
Q96K80,Q9NXG2,0
Q9H9Z2,Q9NXG2,1
Q13117,Q9BWF3,0
Q13243,Q96K80,1
P84103,Q86TM3,0
P09651,Q969L4,0
Q05519,Q8WXF0,1
Q13243,Q7Z2W4,1
P52597,Q9GZT3,0
O75152,P57052,0
Q07955,Q15397,1
O14979,Q12872,0
Q8WXA9,Q9GZT3,0
Q15397,Q9H9Z2,1
O75152,Q16600,0
Q13243,Q15397,1
Q05519,Q08170,1
O95758,Q92879,0
P57052,Q9H9Z2,0
Q8WXF0,Q9H9Z2,1
Q8N5P1,Q9H9Z2,1
Q8IWZ8,Q8NDT2,0
Q13243,Q15397,1
A6NDE4,Q8N6W0,0
Q13243,Q15397,1
Q8N5P1,Q9NXG2,1
P10155,Q6ZN04,0
Q01130,Q92879,0
Q07955,Q13243,1
Q8N5P1,Q9Y2T7,1
P48200,P79522,0
P84103,Q08170,1
Q15397,Q9BYG3,1
P10155,Q8NDT2,0
P55795,Q9BZC1,0
Q13243,Q15397,1
Q15397,Q9BYG3,1
Q8NDT2,Q9UPT8,0
Q86V81,Q8WXF0,0
Q86SG3,Q969L4,0
Q16600,Q9H9Z2,0
Q08170,Q96K80,1
Q15397,Q9BYG3,1
P79522,Q7Z2W4,1
Q15397,Q6ZN04,0
P09651,Q92879,0
O75152,Q14151,1
Q8N5P1,Q9Y2T7,1
Q08170,Q9Y2T7,1
Q8WXF0,Q9H9Z2,1
Q9H9Z2,Q9NXG2,1
P84103,Q8WXF0,1
P55795,Q15415,0
P26651,Q6ZN04,0
Q16587,Q4VXU2,0
P10155,Q9BZC1,0
Q96QC0,Q9BRA0,0
Q15397,Q9BYG3,1
Q15415,Q92879,0
P84103,Q8WXF0,1
Q15397,Q9BWF3,1
Q08170,Q9Y2T7,1
P48200,Q9H9Z2,1
P08621,P09012,1
Q05519,Q13242,1
O75152,Q14151,1
Q07955,Q7Z2W4,1
Q13064,Q8NDT2,0
Q05519,Q13242,1
Q07955,Q7Z2W4,1
P08621,Q14493,0
Q16587,Q92945,0
Q15397,Q9H9Z2,1
Q7Z2W4,Q86V81,0
P84103,Q15397,1
Q13117,Q13247,0
Q8WXF0,Q9H9Z2,1
Q13064,Q16600,0
Q07955,Q13243,1
Q07955,Q8N5P1,1
Q13243,Q9BYG3,1
O95758,Q7Z2W4,0
P10155,P84103,1
O60812,O75152,1
Q86V81,Q9H361,0
O95218,Q8NDT2,0
O15541,O75494,0
O14979,Q9NR90,0
P79522,Q7Z2W4,1
Q15397,Q9BWF3,1
P52597,Q9Y4F3,0
Q13243,Q9UPT8,0
O60812,Q96K80,1
Q07955,Q7Z2W4,1
Q07955,Q7Z2W4,1
O60812,Q96K80,1
O95758,Q86TM3,0
P26651,P47974,0
Q08170,Q8WXF0,1
Q7Z2W4,Q96K80,1
Q7Z2W4,Q9H9Z2,1
P79522,Q7Z2W4,1
O15504,Q15397,0
P09012,Q9BRL6,0
P48200,Q9H9Z2,1
Q7Z2W4,Q9BWF3,0
O95319,P60484,0
Q16587,Q969L4,0
Q16600,Q8NDT2,0
P21399,Q9UNW9,0
Q07955,Q13243,1
Q08170,Q96K80,1
O95758,Q8N2M8,0
P48200,Q9H9Z2,1
O15042,Q9BWF3,0
Q13247,Q9NXG2,0
P08621,P63162,1
O14979,P10155,0
Q13243,Q96K80,1
Q8IX01,Q92879,0
O95319,P84103,0
O95758,Q6ZN04,0
Q13243,Q7Z2W4,1
Q16587,Q8N6W0,0
P09012,P63162,1
O95104,Q9NXG2,0
O15504,Q9BX46,0
O75152,P84103,1
Q92945,Q9BRA0,0
O75152,Q14151,1
Q13243,Q96K80,1
Q13243,Q96K80,1
Q86U42,Q9BX46,0
O15042,Q8NDT2,0
Q14151,Q6ZN04,0
A6NDE4,P08621,0
Q7Z2W4,Q9BYG3,1
Q15397,Q9H9Z2,1
Q13243,Q7Z2W4,1
O95218,Q16587,0
P08621,P63162,1
Q86U06,Q9H0L4,0
P09012,Q9UPT8,0
Q14493,Q7Z2T5,0
Q86SG3,Q8N2M8,0
P41214,Q9H0L4,0
Q07955,Q8N5P1,1
Q9BYG3,Q9H9Z2,1
Q86TM3,Q8N5P1,0
O15047,Q86SG3,0
Q8N5P1,Q9H9Z2,1
Q7Z2W4,Q96K80,1
Q16587,Q9NQZ3,0
Q05519,Q8WXF0,1
P84103,Q9NXG2,0
Q15397,Q9BWF3,1
P21399,Q9GZT3,0
Q8WXA9,Q9BYG3,0
Q13243,Q7Z2W4,1
Q4VXU2,Q86SG3,0
Q15397,Q9BYG3,1
P47974,Q9BWF3,0
Q7Z2W4,Q96K80,1
O75152,P84103,1
P55795,Q86U06,0
P52597,Q9NQZ3,0
Q07955,Q15415,0
Q9BYG3,Q9H9Z2,1
Q08170,Q86V81,0
O43251,Q9UPN6,0
Q15397,Q7Z2W4,1
P60484,Q9NQS3,0
O95104,Q9H0L4,0
P55795,Q16600,0
Q8N5P1,Q9Y2T7,1
Q9BX46,Q9UNW9,0
Q14493,Q9NWB1,0
O43251,Q9NWB1,0
P41214,Q86U42,0
P48200,Q9H9Z2,1
Q8IX01,Q9H9Z2,0
Q7Z2W4,Q9H9Z2,1
Q13243,Q15397,1
Q15397,Q7Z2W4,1
P84103,Q15397,1
Q96PK6,Q9Y4F3,0
Q13243,Q15397,1
P79522,Q8N5P1,1
Q96K80,Q9BYG3,1
Q7Z2W4,Q96K80,1
P21399,Q86V81,0
P09012,P63162,1
P48200,Q9H9Z2,1
O60812,Q460N5,0
